QN#,Date Opened,Title,Part number,Work Center,Defect Type,Serial Number,OSTR Actions Complete
40581433,8/19/2021,Logistics identified damage part,0051-79383,B34LOG,PART DAMAGE / COSMETIC ISSUE,,YES
40581402,8/19/2021,Wrong Part Number,0042-28448,34CMPB,PART - MISSING/WRONG PART OR QTY,,YES
40581385,8/19/2021,CH: CH A GASKET FOUND BROKEN,0022-38901,52DSMCHB,PART DAMAGE / COSMETIC ISSUE,,YES
40581383,8/19/2021,Logistics identified damage part,0051-79383,B34LOG,PART DAMAGE / COSMETIC ISSUE,,
40581294,8/19/2021,POL Exhaust weldment crack,0051-46627,34CMPB,PART DAMAGE / COSMETIC ISSUE,300047-1421-05,
40581292,8/19/2021,POL gimbal broken-workmanship,0022-04679,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40581280,8/19/2021,POL gimbal bearing-lost,0022-04678,34CMPB,PART - MISSING/WRONG PART OR QTY,,
40581218,8/18/2021,CLNR -  WR Door lock broken,0010-62722,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40581213,8/18/2021,CLNR Module Left Door,0010-62720,34CMPB,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40581144,8/18/2021,OPTA BUILD - SCREW THREAD DEFECT,0042-42335,52CMPMPB,FIT ISSUE,172102,YES
40581072,8/18/2021,Drip Pan Was Found Broken Out of Detrash,0041-94880,34CMPCP,PART DAMAGE / COSMETIC ISSUE,301514-2121,YES
40581041,8/18/2021,"0042-28515 BRACKET,MANIFOLD MOUNT-broken",0042-28515,34CMPKB,PART DAMAGE / COSMETIC ISSUE,110839-2621,YES
40581000,8/18/2021,Logistics identified missing part,0041-98808,B34LOG,PART - MISSING/WRONG PART OR QTY,,
40580812,8/18/2021,CLNR Broken Exhaust-workmanship,0051-79383,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40580548,8/17/2021,CLNR BB2 Upper Exhaust,0051-04871,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40580541,8/17/2021,Logistics Identified Under Ship,0022-46711,B30LOG,PART - MISSING/WRONG PART OR QTY,,
40579815,8/16/2021,O-Ring - 0022-31316,0022-31316,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40579784,8/16/2021,POL - received broken,0022-81649,34CMPB,PART DAMAGE / COSMETIC ISSUE,300047-0221-28,YES
40579673,8/16/2021,Part Damage,0020-52999,52CMPPSB,FIT ISSUE,9.00E+15,YES
40579631,8/16/2021,Missing from KBMF Kit,0022-83732,33FEPINB,PART - MISSING/WRONG PART OR QTY,,
40579167,8/14/2021,Missing Part-short shipped,0041-14290,34CMPKB,PART - MISSING/WRONG PART OR QTY,,
40579131,8/14/2021,Pulled out Helicoil,0042-23590,34CMPKB,PART DAMAGE / COSMETIC ISSUE,,YES
40579118,8/14/2021,POL- weld interferes with installation,0042-27076,34CMPKB,FIT ISSUE,,YES
40579060,8/14/2021,Helicoils too short,0042-21512,34CMPKB,AMAT Spec Reviewed - PART NOT TO SPEC,1097362821,YES
40579053,8/14/2021,QCA Damaged (0030-00596) safety shield.,0030-00596,36MDPCHB,PART DAMAGE / COSMETIC ISSUE,300047-1821-11,YES
40578994,8/14/2021,NSSC_CMP_Missing In Transition,0041-54530,54NSSCKI,PART - MISSING/WRONG PART OR QTY,,
40578725,8/13/2021,POL- shaft fit issue 0042-25537x1,0042-25537,34CMPKB,FIT ISSUE,,YES
40578695,8/13/2021,Cracked Weldment - workmanship,0051-04871,34CMPB,PART DAMAGE / COSMETIC ISSUE,301514-1821,
40578654,8/13/2021,**QN Voided**,0051-04871,34CMPB,OTHER,,
40578521,8/12/2021,part missing,0022-79895,52CMPPPB,PART - MISSING/WRONG PART OR QTY,,
40578515,8/12/2021,Broken Part - workmanship,0041-58904,34CMPCP,PART DAMAGE / COSMETIC ISSUE,301514-1321,YES
40578482,8/12/2021,part missing,0022-76859,52CMPPPB,PART - MISSING/WRONG PART OR QTY,,
40578443,8/12/2021,Supporting pillar of sensor cover broken,0041-13871,52CPGPET,OTHER,,
40578422,8/12/2021,part 0042-31056,0042-31056,36NPIB,ASSEMBLED INCORRECTLY / WORKMANSHIP,,YES
40578395,8/12/2021,CLNR -  coating issue,0010-66750,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40578331,8/12/2021,nut damaged.,0021-23614,36MDPCHB,PART DAMAGE / COSMETIC ISSUE,N/A,
40578329,8/12/2021,Replacement - 0021-34299 -QTY 2,0021-34299,B52LOG,PART - MISSING/WRONG PART OR QTY,,
40578112,8/12/2021,"CLNR - BB2, slide cover glue issue",0010-84707,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,2621-SN01009,YES
40577626,8/11/2021,damaged threads,0051-04874,34CMPB,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40577605,8/11/2021,wrong part - logistic mispick,0022-03919,34CMPB,PART - MISSING/WRONG PART OR QTY,,YES
40577284,8/10/2021,wrong fitting,0051-85850,52CMPPPB,FIT ISSUE,,
40577212,8/10/2021,Broken Cover,0041-54099,52CMPPCB,PART DAMAGE / COSMETIC ISSUE,,YES
40577124,8/10/2021,Missing,0042-19117,45NSSCKI,PART - MISSING/WRONG PART OR QTY,,
40577059,8/10/2021,0022-27094 X3 MFT Floor Loss,0022-27094,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40577057,8/10/2021,Rework Blank off - RWK off site,0022-81199,34CMPB,OTHER,300047-1021-1,YES
40576928,8/10/2021,Wrong RTS - POL  0042-27704,0042-27704,34CMPKB,PART - MISSING/WRONG PART OR QTY,,YES
40576615,8/9/2021,0022-20634,0022-20634,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40576576,8/9/2021,Wrong Part Received-Misspick,0051-85844,34CMPB,PART - MISSING/WRONG PART OR QTY,,YES
40576249,8/9/2021,Part is broken on sides w/ screws,0242-34244,32EPGCHB,PART DAMAGE / COSMETIC ISSUE,N/A,YES
40575932,8/7/2021,Defective Part Received,0022-81388,34CMPKB,PART DAMAGE / COSMETIC ISSUE,300047-0121-37,YES
40575906,8/7/2021,Weldment Crack-Leaking,0051-40053,34CMPFT,PART DAMAGE / COSMETIC ISSUE,,YES
40575870,8/7/2021,Drain with wrong size fitting,0051-85850,52CMPPPB,FIT ISSUE,,YES
40575823,8/6/2021,Broke a piece from the tray,0022-83732,33FEPINB,PART DAMAGE / COSMETIC ISSUE,N/A,YES
40575629,8/6/2021,broken,0051-86849,52CMPPPT,PART DAMAGE / COSMETIC ISSUE,,YES
40575433,8/5/2021,wrong fitting,0051-85850,52CMPPPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,,YES
40575403,8/5/2021,Test failed,0041-77748,52CMPHDB,TEST ISSUE,,YES
40575306,8/5/2021,CLNR Lock door was damaged,0010-66751,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40575099,8/5/2021,Damaged part and poor workmanship,0042-27704,34CMPKB,PART DAMAGE / COSMETIC ISSUE,300047-1521-05,YES
40575090,8/5/2021,Screw Holes Out of Spec,0022-18515,32EPGRMB,AMAT Spec Reviewed - PART NOT TO SPEC,3015141421,YES
40575063,8/5/2021,Incorrect Part,0041-83308,34CMPB,PART - MISSING/WRONG PART OR QTY,,
40575062,8/5/2021,Logistics identified under-ship part,0041-50369,B34LOG,PART - MISSING/WRONG PART OR QTY,,
40574954,8/5/2021,Cannot Locate Bearing for PC2,0022-04678,34CMPB,PART - MISSING/WRONG PART OR QTY,,
40574837,8/4/2021,"Missing Part, need a replacement.",0020-47026,36MDPCHB,PART - MISSING/WRONG PART OR QTY,,
40574546,8/4/2021,Source Cover,0010-32717,36MDPCHT,ASSEMBLED INCORRECTLY / WORKMANSHIP,N/A,YES
40574493,8/4/2021,Logistic Identified Missing Part,0042-07902,B30LOG,PART - MISSING/WRONG PART OR QTY,,
40574488,8/4/2021,Logistic Identified Missing Part,0042-07902,B30LOG,PART - MISSING/WRONG PART OR QTY,,
40574481,8/4/2021,Logistic Identified Missing Part,0042-07902,B30LOG,PART - MISSING/WRONG PART OR QTY,,
40574467,8/4/2021,Logistic identified Missing Part,0042-07902,B30LOG,PART - MISSING/WRONG PART OR QTY,,
40574459,8/4/2021,Missing Brackets,0010-32717,B36LOG,PART - MISSING/WRONG PART OR QTY,,
40574400,8/4/2021,short plugs,0022-27094,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40574148,8/3/2021,CLNR 0010-81717 Broken elbow,0010-81717,34CMPB,PART DAMAGE / COSMETIC ISSUE,09/21-SN0325,YES
40574069,8/3/2021,Unable To Locate,0055-00083,34CMPB,PART - MISSING/WRONG PART OR QTY,,
40573969,8/3/2021,LK Build - MSA Chipped connector,0010-89525,52CMPPSB,PART DAMAGE / COSMETIC ISSUE,1046033021,YES
40573704,8/3/2021,left Carriage Cover found crack,0010-52933,52CMPPPT,PART DAMAGE / COSMETIC ISSUE,SC809741121,YES
40573512,8/2/2021,Logistics identified damage part,0051-79383,B34LOG,PART DAMAGE / COSMETIC ISSUE,N/A,YES
40573461,8/2/2021,CLNR - Part melted on corner,0042-37352,34CMPKB,PART DAMAGE / COSMETIC ISSUE,300047-1721-03,YES
40573233,8/2/2021,CLNR - Spray bar nozzle broke,0010-84707,34CMPB,PART DAMAGE / COSMETIC ISSUE,26/21-SN01006,YES
40573229,8/2/2021,can not remove film from cover.,0020-22311,32EPGRMB,AMAT Spec Reviewed - PART NOT TO SPEC,N/A,YES
40573221,8/2/2021,Screw insert displacement,0010-84707,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,23/21-SN0996,YES
40573071,8/1/2021,Logistics Identified Missing part,0022-27094,B30LOG,PART - MISSING/WRONG PART OR QTY,,
40572947,8/1/2021,0022-25690 Rough Surface,0022-25690,36ETCCHB,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40572660,7/31/2021,Damaged part/ cracked,0041-36136,34CMPB,PART DAMAGE / COSMETIC ISSUE,301514-14/21-04,YES
40572510,7/30/2021,0010-50933 x 1 Lost Part,0010-50933,36MDPCHT,PART - MISSING/WRONG PART OR QTY,,
40572231,7/30/2021,POL | 0015-07789 |  MFL,0015-07789,34CMPB,PART - MISSING/WRONG PART OR QTY,,
40571929,7/29/2021,0020-02764 (GUARD TERM BL. ENCLOSURE),0020-02764,33FEPCHB,PART - MISSING/WRONG PART OR QTY,,
40571707,7/29/2021,Screw insert displacement,0010-84707,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,,YES
40571615,7/29/2021,**QN VOIDED**,0022-63955,34CMPB,OTHER,,
40571549,7/29/2021,"CLNR- screw broken off, base damaged",0042-30012,34CMPKB,PART DAMAGE / COSMETIC ISSUE,301514-09/21,YES
40571151,7/28/2021,**QN VOIDED**,0042-07111,34CMPB,OTHER,,
40570921,7/27/2021,over Issue,0041-96586,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40570884,7/27/2021,Broken door,0010-59818,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40570795,7/27/2021,CLN Door Found with Corner Dented,0010-62720,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40570778,7/27/2021,Missing part on polisher window,0240-46736,52CMPPST,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40570723,7/27/2021,Screw Insert Malfunction,0010-84707,34CMPB,FUNCTIONAL FAILURE,2321-301514-SN0999,YES
40570574,7/27/2021,**QN VOIDED**,0042-16885,34CMPKB,OTHER,,
40570216,7/26/2021,**QN VOIDED**,0041-92030,34CMPB,OTHER,,
40570201,7/26/2021,OVER ISSUE,0041-96586,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40569887,7/26/2021,(CLNR) Panel surface striped (repeat),0042-35190,34CMPKB,PART DAMAGE / COSMETIC ISSUE,301514-1521,YES
40569878,7/26/2021,NSSC_CMP_PART DAMAGE,0041-91457,54NSSCKI,PART DAMAGE / COSMETIC ISSUE,,YES
40569673,7/25/2021,0010-50933 J2J MTR,0010-50933,36MDPCHT,PART - MISSING/WRONG PART OR QTY,,YES
40569611,7/25/2021,Hinged Door Found chipped off,0010-65664,52CMPPPT,PART DAMAGE / COSMETIC ISSUE,NA.,YES
40569222,7/24/2021,0022-10939 Cover View port Damage X3,0022-10939,33ALDCHB,PART DAMAGE / COSMETIC ISSUE,,YES
40569048,7/24/2021,CLNR input shuttle cover scratch,0041-79195,34CMPFT,PART DAMAGE / COSMETIC ISSUE,,YES
40568936,7/23/2021,**QN VOIDED**,0041-79195,34CMPB,OTHER,,
40568746,7/23/2021,Logistics identified wrong part,0041-83308,B34LOG,PART - MISSING/WRONG PART OR QTY,,YES
40568691,7/23/2021,Housing cracked (repeat),0022-81388,34CMPKB,PART DAMAGE / COSMETIC ISSUE,300047-1121-27,YES
40568683,7/23/2021,Shipping plate,0270-10379,33FEPCHB,ASSEMBLED INCORRECTLY / WORKMANSHIP,,YES
40568659,7/23/2021,Housing arrived chipped (repeat),0022-81388,34CMPKB,PART DAMAGE / COSMETIC ISSUE,300047-0121-57,YES
40568537,7/23/2021,LOGISTICS(POU DECON) IDENTIFIED DAMAGE,0042-34174,B52LOG,PART DAMAGE / COSMETIC ISSUE,NA,YES
40568512,7/22/2021,Logistics Identified Missing Part,0010-64912,B34LOG,PART - MISSING/WRONG PART OR QTY,,
40568429,7/22/2021, 1 line scratch on slurry arm,0010-51619,52CMPPST,PART DAMAGE / COSMETIC ISSUE,1063942921,YES
40568383,7/22/2021,Missing front insulator,0021-75377,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40568294,7/23/2021,part out of spec,0042-39596,52CMPMPB,AMAT Spec Reviewed - PART NOT TO SPEC,112102,YES
40568287,7/22/2021,Plate missing circular 16 finish pattern,0042-42707,33FEPCHB,AMAT Spec Reviewed - PART NOT TO SPEC,301514,YES
40568221,7/22/2021,Part arrived chipped (repeat),0022-81388,34CMPKB,PART DAMAGE / COSMETIC ISSUE,300047-11/21-17,YES
40568212,7/22/2021,0022-84725 SILICONE BUSHING - MFL,0022-84725,34CMPKB,PART - MISSING/WRONG PART OR QTY,,
40567565,7/21/2021,"Duplicated QN, no need replacement",0055-01096,B34LOG,OTHER,,
40567549,7/21/2021,Logistics Lost Part,0055-01096,B34LOG,PART - MISSING/WRONG PART OR QTY,,
40567475,7/21/2021,"Cosmetic issue, not to spec",0042-28676,34CMPKB,PART DAMAGE / COSMETIC ISSUE,301514-1621,YES
40567452,7/21/2021,"0022-80362,cable tray,broken",0022-80362,33FEPINB,PART DAMAGE / COSMETIC ISSUE,,YES
40567418,7/21/2021,Incorrect pick,0051-04874,34CMPB,PART - MISSING/WRONG PART OR QTY,,YES
40567059,7/20/2021,Displaced screw insert,0010-84707,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,2321-SN01001,YES
40566887,7/20/2021,Logistics Identified Missing Part,0020-40197,45NSSCKI,PART - MISSING/WRONG PART OR QTY,,
40566671,7/19/2021,Logistics Identified Missing Part,0042-16885,B30LOG,PART - MISSING/WRONG PART OR QTY,,
40566664,7/19/2021,Part #0041-85154,0041-85154,36ETCCHB,PART DAMAGE / COSMETIC ISSUE,,YES
40566549,7/19/2021,4 holes out of spec.,0022-18515,32EPGRMB,FIT ISSUE,301514-0421-N/A,YES
40566445,7/19/2021,POL Shield cracked,0042-36058,34CMPB,PART DAMAGE / COSMETIC ISSUE,300047-0321-04,YES
40566392,7/19/2021,Missing x1 0022-27923,0022-27923,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40566389,7/19/2021,Bad Helicoils on base board,0042-26167,34CMPKB,FIT ISSUE,300047-1621-01,YES
40566378,7/19/2021,MFL 0022-30407,0022-30407,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40566291,7/19/2021,Top plate to thick. cannot install,0022-87046,34CMPB,FIT ISSUE,300047-1621-01,YES
40566268,7/19/2021,0022-31316 x8 MFL,0022-31316,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40566258,7/19/2021,Lost Part,0041-98808,34CMPB,PART - MISSING/WRONG PART OR QTY,,
40565891,7/17/2021,CLNR 0041-36136 damage part,0041-36136,34CMPB,PART DAMAGE / COSMETIC ISSUE,301514-0821-08,YES
40565709,7/17/2021,Edge of part chipped,0022-81388,34CMPKB,PART DAMAGE / COSMETIC ISSUE,300047-1121-13,YES
40565618,7/16/2021,Front Carriage Cover Missing Screw,0010-60438,34CMPB,OTHER,301514-2121,YES
40565617,7/16/2021,Logistics Identified Missing Part,0041-94550,B30LOG,PART - MISSING/WRONG PART OR QTY,,
40565566,7/16/2021,0022-20634,0022-20634,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40565537,7/16/2021,702778-CAT2 PO 1703850 PN: 0022-27923,0022-27923,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40565450,7/16/2021,"PO#:1701568, 0030-00374, Safety Shield",0030-00374,36MDPCHT,PART DAMAGE / COSMETIC ISSUE,301514-1021,YES
40565412,7/16/2021,Damaged Parts,0022-20634,36ETCCHB,PART DAMAGE / COSMETIC ISSUE,,YES
40565263,7/16/2021,Top pins chipped,0042-25537,34CMPKB,PART DAMAGE / COSMETIC ISSUE,,YES
40565251,7/16/2021,0042-25537 x1,0042-25537,34CMPKB,PART DAMAGE / COSMETIC ISSUE,,YES
40565170,7/16/2021,Polyline mislabeled,0010-81717,34CMPFT,ASSEMBLED INCORRECTLY / WORKMANSHIP,0821-301514-SN0322,YES
40565144,7/16/2021,BROKEN LID,0010-68059,34CMPB,PART DAMAGE / COSMETIC ISSUE,0221-301514-SN0976,YES
40564878,7/16/2021,NSSC_CMP_BASIN BROKEN (SUP),0041-63955,54NSSCKI,PART DAMAGE / COSMETIC ISSUE,,YES
40564498,7/15/2021,Top plate to thick. cannot install,0022-87046,34CMPKB,FIT ISSUE,,YES
40564418,7/15/2021,Missing Upper Baffle,0041-85154,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40564329,7/15/2021,Upper baffle chipped,0041-85154,36ETCCHB,PART DAMAGE / COSMETIC ISSUE,,YES
40564106,7/14/2021,Logistics Identified Missing Part,0022-54075,45NSSCKI,PART - MISSING/WRONG PART OR QTY,,
40563997,7/14/2021,mispick,0042-36932,34CMPKB,PART - MISSING/WRONG PART OR QTY,,YES
40563991,7/14/2021,Logistics Identified Missing Part,0022-49179,45NSSCKI,PART - MISSING/WRONG PART OR QTY,,
40563959,7/14/2021,0022-87616,0022-87616,34CMPKB,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40563958,7/14/2021,crack on center divider issue,0042-35322,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40563952,7/14/2021,Bad threading on drip pan,0041-83308,34CMPB,AMAT Spec Reviewed - PART NOT TO SPEC,301514-24/21,YES
40563585,7/14/2021,CHA/B/C plastic lid cover (0041-92905),0041-92905,32EPGCHB,PART DAMAGE / COSMETIC ISSUE,N/A,YES
40563584,7/14/2021,CHA/B/C plastic lid cover (0041-92905),0041-92905,32EPGINS,PART DAMAGE / COSMETIC ISSUE,N/A,YES
40563506,7/13/2021,Lower Exhaust Frame Found Broken.,0040-48811,52CMPPSB,PART DAMAGE / COSMETIC ISSUE,2721-06,YES
40563302,7/13/2021,Broken - wafer sensor mount,0010-84707,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,,YES
40563225,7/13/2021,Pre-clean built Incorrect,0010-86295,34CMPB,PART - MISSING/WRONG PART OR QTY,1421-301514-SN0008,YES
40563175,7/13/2021,Scratch on Door,0010-62722,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40562831,7/12/2021,CLNR ESW0010-86295Amissng feature,ESW0010-86295A,34CMPB,FIT ISSUE,2021-301514-SN0008,YES
40562570,7/12/2021,B01952-4 DMR source cover .,0010-50933,36MDPCHT,PART DAMAGE / COSMETIC ISSUE,2321,YES
40562521,7/12/2021,SLIDE COVER RUBS,0041-95238,34CMPB,FUNCTIONAL FAILURE,301514-1321,YES
40562431,7/12/2021,Upper Cable Tray Tine,0022-80362,33FEPINB,PART DAMAGE / COSMETIC ISSUE,,YES
40562399,7/12/2021,wrong part received,0041-77947,34CMPB,PART - MISSING/WRONG PART OR QTY,,YES
40562293,7/11/2021,chamber gas lines cover,0030-00370,36MDPCHB,FIT ISSUE,2121-29,YES
40562246,7/11/2021,P1 Slurry Arm rubbing Platen shield,0010-64303,52CMPPSB,AMAT Spec Reviewed - PART NOT TO SPEC,NA.,YES
40562030,7/10/2021,cracked part,0041-37654,34CMPB,PART DAMAGE / COSMETIC ISSUE,301514-23/21,YES
40561970,7/10/2021,CLNR 0051-79383 damaged part,0051-79383,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40561968,7/10/2021,POL Shield broken,0022-81392,34CMPKB,PART DAMAGE / COSMETIC ISSUE,300047-4720-02,YES
40561955,7/10/2021,Deformed Lid,0010-86295,34CMPB,PACKAGING,301514-1321-SN0007,YES
40561944,7/10/2021,Missing one of three screws,0270-10379,33FEPCHP,ASSEMBLED INCORRECTLY / WORKMANSHIP,,YES
40561926,7/10/2021,not built to spec,0042-31009,34CMPKB,AMAT Spec Reviewed - PART NOT TO SPEC,301514-0921,YES
40561856,7/10/2021,**QN VOIDED**,0022-87616,34CMPKB,OTHER,301514-2021,
40561779,7/9/2021,POL Umbrella lost - LOGL,0041-64119,34CMPB,PART - MISSING/WRONG PART OR QTY,,
40561611,7/9/2021,MFL,0021-75377,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40561595,7/9/2021,Repeat issue with helicoil - 0010-95950,0042-30574,34CMPKB,PART DAMAGE / COSMETIC ISSUE,,YES
40561576,7/9/2021,Logistics Lost Part,0041-35648,B34LOG,PART - MISSING/WRONG PART OR QTY,,
40561364,7/9/2021,MTR'd SW LDM Cover to 901383,0022-78497,34CMPB,OTHER,,YES
40561180,7/8/2021,Basin Drain Leak - LK Prime Polisher,0051-17350,34CMPB,LEAK,300047-0721,YES
40561008,7/8/2021,Broken Spider Exhst,0051-79383,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40560778,7/8/2021,Part not build according to specifics,0042-42811,34CMPKB,AMAT Spec Reviewed - PART NOT TO SPEC,300047-1521-04,YES
40560764,7/8/2021,0042-35796... Yellow line on the part,0042-35796,34CMPKB,AMAT Spec Reviewed - PART NOT TO SPEC,300047-0821-02,YES
40560542,7/7/2021,Missing Housing insulator,0022-03361,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40560481,7/7/2021,One of the teeth broke off.,0022-83732,33FEPINB,PART DAMAGE / COSMETIC ISSUE,,YES
40560435,7/7/2021,0022-27094 X2,0022-27094,36ETCCHB,PART DAMAGE / COSMETIC ISSUE,,YES
40560319,7/7/2021,P2 PC - MFL due to reconfig,0022-04678,34CMPFT,PART - MISSING/WRONG PART OR QTY,,
40560287,7/7/2021,**QN VOIDED**,0022-04678,34CMPFT,OTHER,,
40560164,7/7/2021,Stain Found On Slurry Arm Cover,0010-89525,52CMPPSB,PART DAMAGE / COSMETIC ISSUE,,YES
40560095,7/6/2021,Broken Hi-Hi sensor,0010-84707,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40559889,7/6/2021,LOGISTICS (CW KIT) IDENTIFIED DAMAGE,0021-18829,B54LOG,PACKAGING,292005,YES
40559883,7/6/2021,b002002-b   3300-00218 cover missing,0022-14621,36MDPCHT,PART - MISSING/WRONG PART OR QTY,,
40559742,7/6/2021,0042-28515... surface not good,0042-28515,34CMPKB,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40559569,7/5/2021,OPTA BUILD - Replacement fitting issue,0022-87046,52CMPMFB,FIT ISSUE,NA.,YES
40559475,7/5/2021,Scratched part,0022-75457,34CMPKB,PART DAMAGE / COSMETIC ISSUE,,YES
40559364,7/5/2021,Scratch on Tube,0055-02382,34CMPKB,PART DAMAGE / COSMETIC ISSUE,300047-1221-1,YES
40559303,7/5/2021,Radius not to spec,ESW0042-19414,34CMPKB,AMAT Spec Reviewed - PART NOT TO SPEC,300047-18/21-03,YES
40559227,7/5/2021,LGX (B54 INB) GR EXCESS QTY,0041-76516,B54LOG,PART - MISSING/WRONG PART OR QTY,,
40558885,7/3/2021,Part not built to spec: helicoils short,0042-21512,34CMPKB,ASSEMBLED INCORRECTLY / WORKMANSHIP,,YES
40558846,7/3/2021,Drain too short. not to spec,0051-11291,34CMPB,FIT ISSUE,300047-1020-03,YES
40558684,7/2/2021,"0022-16225 Mis-pick, wrong part received",0022-16225,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40558651,7/2/2021,0022-16225,0022-16225,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40558639,7/2/2021,Source Cover missing mounts,0010-50933,36MDPCHT,FIT ISSUE,,YES
40558595,7/2/2021,wrong finish from supplier,0021-27110,32EPGNSO,AMAT Spec Reviewed - PART NOT TO SPEC,4920,YES
40558520,7/2/2021,wrong finish from supplier,0021-27110,32EPGNSO,AMAT Spec Reviewed - PART NOT TO SPEC,1621-02,YES
40558432,7/2/2021,Slide Cover rubs,0041-95238,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40558427,7/2/2021,Parts not built to spec: helicoils short,0042-21512,34CMPKB,ASSEMBLED INCORRECTLY / WORKMANSHIP,,YES
40558219,7/2/2021,0022-83732 Upper Cable Tray,0022-83732,33FEPINB,PART DAMAGE / COSMETIC ISSUE,,YES
40558170,7/1/2021,Source Cover stained,0010-50933,36MDPCHT,PART DAMAGE / COSMETIC ISSUE,107080-5020,YES
40557428,6/30/2021,Logistics Identified Missing Part,0041-94549,45NSSCKI,PART - MISSING/WRONG PART OR QTY,,
40557427,6/30/2021,Logistics Identified Missing Part,0010-64909,45NSSCKI,PART - MISSING/WRONG PART OR QTY,,
40557324,6/30/2021,came in with Wrong finish,0021-27110,32EPGNSO,AMAT Spec Reviewed - PART NOT TO SPEC,1621-03,YES
40557308,6/30/2021,Incorrect part received,0010-65664,34CMPFT,PART - MISSING/WRONG PART OR QTY,,YES
40557295,6/30/2021,wrong part delivered,0055-00090,34CMPB,PART - MISSING/WRONG PART OR QTY,,
40557288,6/30/2021,"LK Build - KIT, WINDOWS, found scratches",0240-46735,52CMPPSB,PART DAMAGE / COSMETIC ISSUE,NA.,YES
40557255,6/30/2021,Incorrect part was received,0010-65670,34CMPFT,PART - MISSING/WRONG PART OR QTY,,YES
40556951,6/29/2021,Missing,0041-81031,45NSSCKI,PART - MISSING/WRONG PART OR QTY,,
40556736,6/29/2021,0042-30504... Crack on the inside enc,0042-30504,34CMPKB,PART DAMAGE / COSMETIC ISSUE,300047-0821-06,YES
40556623,6/29/2021,"KIT, WINDOWS, DAMAGED",0240-46735,52CMPPSB,OTHER,,
40556580,6/29/2021,Part damaged,0022-80362,33FEPINB,PART DAMAGE / COSMETIC ISSUE,,YES
40556541,6/29/2021,0042-35190. Surface bad,0042-35190,34CMPKB,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40556411,6/28/2021,Cover missing white rubber,0010-52933,52CMPPPT,FIT ISSUE,,YES
40556389,6/28/2021,Part 0010-50933 x 1 Manufacturing Loss,0010-50933,36MDPCHT,PART - MISSING/WRONG PART OR QTY,,
40556272,6/28/2021,0010-66749 - dented,0010-66749,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40556261,6/28/2021,0042-40575,0042-40575,33FEPCHF,AMAT Spec Reviewed - PART NOT TO SPEC,301514-1421,YES
40556245,6/28/2021,Coating not up to spec,0021-27110,32EPGNSO,AMAT Spec Reviewed - PART NOT TO SPEC,1621-04,YES
40556126,6/28/2021,chipped clamp found,0041-77748,34CMPHDB,PART DAMAGE / COSMETIC ISSUE,SCI465724-SN6204,YES
